"GEO_ID","NAME","B06009_001E","B06009_001M","B06009_002E","B06009_002M","B06009_003E","B06009_003M","B06009_004E","B06009_004M","B06009_005E","B06009_005M","B06009_006E","B06009_006M","B06009_007E","B06009_007M","B06009_008E","B06009_008M","B06009_009E","B06009_009M","B06009_010E","B06009_010M","B06009_011E","B06009_011M","B06009_012E","B06009_012M","B06009_013E","B06009_013M","B06009_014E","B06009_014M","B06009_015E","B06009_015M","B06009_016E","B06009_016M","B06009_017E","B06009_017M","B06009_018E","B06009_018M","B06009_019E","B06009_019M","B06009_020E","B06009_020M","B06009_021E","B06009_021M","B06009_022E","B06009_022M","B06009_023E","B06009_023M","B06009_024E","B06009_024M","B06009_025E","B06009_025M","B06009_026E","B06009_026M","B06009_027E","B06009_027M","B06009_028E","B06009_028M","B06009_029E","B06009_029M","B06009_030E","B06009_030M",
"0500000US01081","Lee County, Alabama","110729","1077","7849","1489","25020","3073","30972","2379","26044","2365","20844","2458","53462","3914","3964","1058","16034","2420","14682","2255","11823","1639","6959","1601","48287","3609","2764","962","7248","1424","14870","2191","12138","1762","11267","2040","1794","637","192","306","411","401","627","367","234","226","330","298","7186","1098","929","547","1327","698","793","417","1849","803","2288","850",
"0500000US01083","Limestone County, Alabama","78806","704","8454","2249","22855","2974","20677","2708","14759","2078","12061","2008","45233","3033","5898","2018","14520","2488","13236","2252","7295","1502","4284","1224","29144","3362","1343","591","7512","1963","6908","1361","6613","1608","6768","1548","800","662","118","171","0","208","244","313","40","67","398","402","3629","978","1095","837","823","615","289","343","811","550","611","470",
"0500000US01089","Madison County, Alabama","277522","645","20072","3028","53042","4417","74814","4609","74829","4307","54765","3728","116127","5491","11422","2528","26668","2907","34494","3785","26234","3004","17309","2248","137833","5796","6969","1507","21032","2642","35886","2932","42817","3549","31129","3218","5334","1270","217","162","721","407","1214","560","1785","670","1397","593","18228","2978","1464","655","4621","1667","3220","1024","3993","1174","4930","1306",
"0500000US01095","Marshall County, Alabama","65546","427","8928","1404","21663","2021","21621","1868","8974","1404","4360","806","42095","1962","4505","1218","14018","1545","15242","1931","5867","1183","2463","627","18228","2013","1426","431","6433","1543","5834","1072","2741","673","1794","606","278","288","15","28","39","38","0","208","224","286","0","208","4945","748","2982","778","1173","708","545","308","142","104","103","87",
"0500000US01097","Mobile County, Alabama","279710","586","29946","2629","94958","5327","83862","4496","47090","3571","23854","2509","195838","5268","21865","2378","69990","4951","56908","3798","32316","3280","14759","2050","70407","4659","5023","1037","21472","2846","23905","2468","12473","2147","7534","1355","2253","938","94","129","428","351","861","694","770","471","100","118","11212","2033","2964","1050","3068","1040","2188","1301","1531","579","1461","647",
"0500000US01101","Montgomery County, Alabama","150841","310","15069","2254","38122","4050","42721","3407","30993","2495","23936","2871","102557","3634","11296","1930","28727","3529","30576","3098","18895","2192","13063","2207","37573","3240","2118","872","7552","1774","10482","2063","8750","1448","8671","1582","1610","734","159","159","23","39","314","272","621","503","493","351","9101","1144","1496","661","1820","730","1349","523","2727","807","1709","800",
"0500000US01103","Morgan County, Alabama","85237","1082","10441","1902","26640","2627","26897","2612","14432","2201","6827","1117","52707","2745","5414","1179","17651","2188","16541","2139","9114","2023","3987","954","25874","2384","2330","867","6510","1488","9448","1704","4898","1072","2688","780","488","385","0","208","165","264","219","186","104","177","0","208","6168","1896","2697","1345","2314","1044","689","371","316","224","152","133",
"0500000US01115","St. Clair County, Alabama","66167","834","7204","1456","23288","2862","22786","2253","9524","1730","3365","940","47090","2314","5182","1146","17728","2719","16110","1926","5845","1456","2225","795","17348","2246","1594","969","5083","1321","6423","1488","3157","984","1091","539","297","183","32","54","0","208","64","104","152","96","49","80","1432","812","396","395","477","351","189","251","370","298","0","208",
"0500000US01117","Shelby County, Alabama","158255","911","9911","1673","31540","2745","38179","3219","50661","3289","27964","2743","91149","4339","4925","1285","20800","2260","23293","2874","28557","2814","13574","1926","55205","4224","2007","875","7258","1697","12266","1803","20784","2608","12890","2283","1350","489","0","208","225","230","701","349","186","188","238","191","10551","1225","2979","941","3257","927","1919","759","1134","555","1262","487",
"0500000US01121","Talladega County, Alabama","58428","901","8010","1510","21945","2620","18444","2355","6442","1885","3587","1124","43907","1866","5046","1204","17446","2527","14218","2260","4702","1405","2495","919","12843","1847","2053","885","4365","1109","3989","1069","1697","831","739","584","230","265","0","208","88","154","142","228","0","208","0","208","1448","806","911","633","46","82","95","133","43","74","353","516",
"0500000US01125","Tuscaloosa County, Alabama","142968","957","12023","1853","40046","3440","42403","3175","28460","2569","20036","2679","97073","4107","7820","1417","30663","3004","31405","3062","17954","2400","9231","1827","36952","3716","2711","985","7864","1749","10290","1904","8189","1939","7898","1842","1665","917","0","208","358","277","123","146","583","475","601","472","7278","1691","1492","1101","1161","548","585","440","1734","962","2306","742",
"0500000US02020","Anchorage Municipality, Alaska","192673","1137","12903","2359","47062","3560","59660","4054","45825","3706","27223","2671","51700","3181","4340","1379","16098","2271","17112","2637","10153","2123","3997","1137","106146","4248","2474","1115","20307","2560","35518","3641","28760","3479","19087","2299","7406","1937","327","236","1905","1242","2067","831","1917","934","1190","706","27421","3099","5762","1670","8752","1791","4963","1259","4995","1301","2949","1156",
"0500000US02090","Fairbanks North Star Borough, Alaska","61880","968","3957","1400","15886","2743","24372","2899","11228","1870","6437","1805","13925","2054","746","507","6041","1639","3934","1247","2119","968","1085","598","40848","2262","2701","1064","7867","1752","17450","2122","8475","1595","4355","1299","2092","807","183","235","422","356","1065","707","178","286","244","325","5015","1361","327","289","1556","706","1923","941","456","311","753","656",
"0500000US02170","Matanuska-Susitna Borough, Alaska","75001","577","4147","783","25327","1863","29186","1842","10118","1386","6223","1221","19489","1457","1074","361","9817","1277","6031","928","1712","652","855","403","51577","1694","2687","673","14147","1606","21942","1766","7947","1188","4854","1097","804","399","0","170","243","224","279","206","100","99","182","151","3131","901","386","266","1120","560","934","475","359","261","332","183",
"0500000US04001","Apache County, Arizona","41879","502","5414","742","14758","1392","15843","1531","3954","768","1910","564","30383","1300","4555","716","11931","1323","10342","1293","2503","565","1052","354","10960","1441","733","214","2715","619","5340","1251","1372","586","800","443","0","228","0","228","0","228","0","228","0","228","0","228","536","217","126","98","112","130","161","131","79","83","58","65",
"0500000US04003","Cochise County, Arizona","89088","639","11046","1736","21649","2290","31752","2493","14740","2143","9901","1574","22999","2072","3506","1080","6993","1623","8160","1411","2784","999","1556","631","50859","1876","2963","1286","10830","1568","20227","2133","10045","1630","6794","1227","2131","832","197","272","512","332","684","525","312","266","426","313","13099","1470","4380","1039","3314","1017","2681","821","1599","582","1125","478",
"0500000US04005","Coconino County, Arizona","87800","979","6287","1163","18312","1829","26205","2317","20308","1832","16688","2014","34476","1988","4355","1028","10978","1262","10015","1511","6320","1290","2808","880","46903","2111","1412","498","6000","1166","13970","1589","13389","1635","12132","1618","784","517","0","228","28","48","348","285","15","26","393","414","5637","1274","520","581","1306","563","1872","878","584","398","1355","563",
"0500000US04013","Maricopa County, Arizona","3096494","510","326236","9960","688997","14425","963051","16433","704952","13270","413258","11900","718160","15929","66432","6061","183875","8825","251864","10443","147246","7054","68743","4624","1745567","15103","85450","6450","362345","11428","584160","13656","453309","9784","260303","9908","48660","4650","4888","1437","9293","2185","14996","2311","13610","2663","5873","1092","584107","14842","169466","9017","133484","7451","112031","5798","90787","6363","78339","5812",
"0500000US04015","Mohave County, Arizona","172565","1182","19474","2623","59866","4229","67126","4353","15969","2476","10130","1968","17948","2803","2323","870","5839","1608","7014","2052","1662","772","1110","760","141401","3073","13488","2188","50055","3892","57041","3551","13010","2196","7807","1448","1726","790","49","88","685","568","635","434","319","209","38","64","11490","2436","3614","1556","3287","1343","2436","787","978","585","1175","523",
"0500000US04017","Navajo County, Arizona","72384","531","8600","1360","22266","2040","27385","2339","8297","1603","5836","1086","38579","2160","6676","1281","13380","1467","14782","1842","2383","860","1358","501","30705","2231","1268","498","8110","1381","11672","1689","5443","1280","4212","978","647","374","0","228","320","291","188","148","57","100","82","139","2453","772","656","606","456","274","743","443","414","326","184","187",
"0500000US04019","Pima County, Arizona","721417","838","70020","4893","150841","7658","233207","7244","153389","6632","113960","5293","212559","7447","23392","3170","55950","4598","76670","5342","36413","3188","20134","2521","384575","7025","18118","2504","68503","4344","127182","5009","95426","4804","75346","4687","14883","2213","648","475","2409","1089","5704","1396","3703","1036","2419","712","109400","6822","27862","3568","23979","3264","23651","3113","17847","2572","16061","2166",
